Id_Customer,Y,Customer_Type,BirthDate,Customer_Open_Date,P_Client,Educational_Level,Marital_Status,Number_Of_Dependant,Years_At_Residence,Years_At_Business,Prod_Sub_Category,Prod_Decision_Date,Source,Type_Of_Residence,Nb_Of_Products,Prod_Closed_Date,Prod_Category,Net_Annual_Income
2093,0,Existing Client,15/07/1976,26/01/2011,P_Client,Master/PhD,Single,0.0,10,0.0,G,22/08/2011,Branch,Parents,1,30/04/2013,G,147.0
7738,0,Existing Client,19/08/1965,23/11/2000,NP_Client,University,Married,4.0,20,20.0,P,16/02/2012,Branch,Owned,1,0,E,420.0
3524,0,Non Existing Client,26/08/1986,26/09/2011,NP_Client,University,Single,0.0,1,1.0,C,27/09/2011,Sales,Owned,1,0,B,36.0
2440,1,Existing Client,08/11/1965,15/08/2011,NP_Client,University,Married,3.0,11,2.0,C,24/08/2011,Sales,Owned,1,30/04/2012,L,30.0
2488,0,Non Existing Client,06/08/1982,14/08/2011,NP_Client,University,Married,2.0,1,1.0,C,16/08/2011,Sales,Owned,2,26/03/2013,B,36.0
8853,0,Existing Client,20/05/1987,21/06/2007,NP_Client,University,Single,0.0,22,2.0,C,05/04/2012,Sales,Owned,1,0,B,18.0
2081,0,Existing Client,14/07/1980,23/12/2010,NP_Client,Master/PhD,Married,0.0,30,10.0,G,21/08/2011,Sales,Owned,1,0,C,50.0
5289,0,Existing Client,06/10/1986,07/08/2011,P_Client,University,Single,0.0,10,11.0,C,11/12/2011,Branch,Parents,1,30/05/2013,B,24.0
4539,0,Non Existing Client,21/06/1977,14/10/2011,NP_Client,University,Married,2.0,7,7.0,C,09/11/2011,Branch,Owned,1,0,D,54.0
2571,0,Non Existing Client,11/09/1985,21/08/2011,NP_Client,University,Single,0.0,15,1.0,C,22/08/2011,Sales,Owned,1,0,B,20.0
6061,0,Existing Client,19/04/1986,25/03/2010,P_Client,University,Single,0.0,8,2.0,C,02/01/2012,Branch,Parents,1,0,G,42.0
113,0,Non Existing Client,01/10/1984,01/05/2011,NP_Client,University,Married,1.0,25,3.0,C,05/05/2011,Branch,Old rent,1,0,B,24.0
3148,1,Non Existing Client,20/06/1967,11/09/2011,NP_Client,University,Married,0.0,15,1.0,C,12/09/2011,Sales,Owned,1,28/02/2013,B,30.0
2314,0,Non Existing Client,18/10/1977,28/06/2011,NP_Client,Master/PhD,Single,0.0,2,5.0,G,25/07/2011,Branch,Owned,1,0,K,186.0
4497,0,Existing Client,08/05/1985,02/07/2006,NP_Client,University,Married,1.0,2,3.0,C,19/10/2011,Branch,Owned,1,0,D,50.0
5466,0,Non Existing Client,21/07/1987,22/11/2011,NP_Client,University,Single,0.0,3,2.0,C,01/12/2011,Branch,Owned,2,30/05/2013,K,2754.0
7676,0,Existing Client,06/02/1969,26/02/2012,NP_Client,University,Married,0.0,30,2.0,C,27/02/2012,Sales,Owned,1,30/05/2013,B,18.0
6240,0,Non Existing Client,30/10/1960,10/08/2000,NP_Client,University,Married,3.0,4,10.0,C,05/01/2012,Branch,Owned,1,0,B,60.0
6154,0,Existing Client,16/07/1983,28/11/2011,NP_Client,Master/PhD,Single,0.0,20,10.0,C,11/01/2012,Sales,Owned,1,0,C,50.0
509,0,Existing Client,11/11/1970,02/10/2005,NP_Client,University,Married,3.0,30,16.0,C,26/06/2011,Branch,Old rent,1,0,B,90.0
6841,0,Non Existing Client,09/11/1963,24/01/2012,NP_Client,University,Married,0.0,10,1.0,C,30/01/2012,Sales,Owned,1,0,B,36.0
6681,0,Non Existing Client,20/08/1952,17/01/2012,NP_Client,University,Married,0.0,15,1.0,C,18/01/2012,Sales,Owned,1,0,B,36.0
7056,0,Existing Client,07/12/1966,29/04/2010,NP_Client,University,Married,0.0,10,3.0,C,26/02/2012,Sales,Owned,1,25/08/2012,B,36.0
8581,0,Non Existing Client,11/01/1990,19/03/2012,NP_Client,University,Single,0.0,10,3.0,C,21/03/2012,Sales,Owned,1,0,D,36.0
3064,0,Existing Client,01/10/1982,05/09/2011,NP_Client,University,Single,0.0,29,5.0,C,13/09/2011,Branch,Old rent,1,0,L,36.0
8944,0,Existing Client,10/11/1979,27/05/2010,NP_Client,Master/PhD,Married,0.0,9,2.0,G,22/04/2012,Sales,Owned,1,0,C,18.0
6935,0,Existing Client,23/10/1967,12/10/2005,NP_Client,University,Married,3.0,5,18.0,P,20/02/2012,Branch,Owned,1,0,E,1200.0
3700,0,Existing Client,03/04/1974,31/03/2009,NP_Client,University,Married,0.0,10,5.0,G,04/10/2011,Sales,Owned,1,0,C,50.0
225,0,Non Existing Client,25/02/1985,04/05/2011,NP_Client,University,Married,0.0,20,2.0,C,05/05/2011,Sales,Owned,1,0,B,18.0
2255,0,Non Existing Client,25/05/1965,28/07/2011,NP_Client,University,Married,4.0,13,1.0,C,31/07/2011,Sales,Owned,1,0,B,20.0
19,0,Existing Client,20/11/1958,23/02/2006,NP_Client,University,Married,0.0,20,6.0,C,23/05/2011,Sales,Owned,1,30/05/2013,B,36.0
6639,0,Non Existing Client,30/06/1982,16/01/2012,NP_Client,University,Married,0.0,15,1.0,C,17/01/2012,Sales,Owned,1,0,B,36.0
6010,0,Existing Client,24/09/1954,11/06/2008,NP_Client,University,Married,0.0,20,2.0,C,05/01/2012,Sales,Owned,1,0,B,18.0
169,0,Existing Client,21/03/1974,26/04/2011,NP_Client,University,Married,3.0,40,4.0,C,23/05/2011,Sales,Owned,2,30/12/2012,L,19272.0
899,0,Non Existing Client,10/11/1947,12/06/2011,NP_Client,University,Married,2.0,9,1.0,C,23/06/2011,Sales,Owned,1,0,B,20.0
1286,0,Existing Client,01/11/1969,06/05/2010,P_Client,University,Married,3.0,5,1.0,G,26/07/2011,Branch,Owned,1,0,G,102336.0
8006,0,Existing Client,25/05/1947,26/04/2011,NP_Client,Master/PhD,Married,2.0,4,22.0,G,05/03/2012,Branch,Owned,1,0,B,120.0
3215,0,Non Existing Client,16/01/1959,13/09/2011,NP_Client,University,Married,0.0,15,1.0,C,19/09/2011,Sales,Owned,1,0,B,30.0
3493,0,Non Existing Client,06/09/1976,25/09/2011,NP_Client,University,Married,2.0,9,2.0,C,26/09/2011,Sales,Owned,1,0,B,18.0
5386,0,Non Existing Client,09/08/1981,28/11/2011,NP_Client,University,Married,0.0,2,2.0,C,29/11/2011,Sales,Owned,1,0,B,18.0
8173,0,Non Existing Client,01/01/1963,28/02/2012,NP_Client,University,Married,2.0,1,1.0,C,29/02/2012,Sales,Owned,1,0,D,36.0
4794,0,Non Existing Client,25/05/1966,30/10/2011,NP_Client,University,Married,2.0,45,10.0,C,31/10/2011,Sales,Owned,1,0,B,50.0
4550,0,Existing Client,12/08/1953,07/11/2007,NP_Client,University,Married,0.0,10,3.0,G,24/11/2011,Sales,Owned,1,0,C,36.0
8805,0,Existing Client,21/07/1961,20/03/1989,NP_Client,University,Married,0.0,10,3.0,G,19/03/2012,Sales,Owned,1,0,B,36.0
5582,0,Non Existing Client,30/09/1978,06/12/2011,NP_Client,University,Married,3.0,12,1.0,C,07/12/2011,Sales,Owned,1,0,D,25.0
6169,0,Existing Client,24/07/1976,11/12/2011,NP_Client,University,Married,0.0,1,1.0,C,10/01/2012,Sales,Owned,1,0,L,36.0
1480,0,Non Existing Client,05/04/1969,10/07/2011,NP_Client,University,Married,2.0,12,2.0,C,19/07/2011,Sales,Owned,1,0,B,18.0
5908,0,Existing Client,12/11/1974,27/10/2002,NP_Client,University,Married,2.0,38,1.0,C,11/12/2011,Sales,Owned,1,0,B,25.0
9265,0,Non Existing Client,11/11/1985,03/04/2012,NP_Client,University,Married,3.0,26,2.0,C,09/04/2012,Sales,Owned,1,0,B,18.0
7393,0,Non Existing Client,21/02/1985,09/02/2012,NP_Client,University,Single,0.0,1,1.0,C,12/02/2012,Sales,Owned,1,0,B,36.0
60,0,Existing Client,12/06/1979,12/10/2008,NP_Client,University,Married,4.0,3,1.0,C,04/05/2011,Sales,Owned,1,0,B,18.0
2389,1,Non Existing Client,03/01/1978,20/07/2011,NP_Client,University,Married,2.0,10,1.0,C,10/08/2011,Branch,Owned,1,30/04/2012,B,20.0
5607,1,Non Existing Client,26/07/1958,07/12/2011,NP_Client,University,Married,0.0,15,1.0,C,14/12/2011,Sales,Owned,1,28/06/2012,B,30.0
9090,0,Non Existing Client,04/07/1967,26/03/2012,NP_Client,University,Married,0.0,12,10.0,C,28/03/2012,Sales,Owned,1,0,B,50.0
2140,0,Existing Client,30/03/1962,07/06/2011,NP_Client,University,Married,0.0,12,2.0,C,16/08/2011,Sales,Owned,1,0,B,18.0
3040,0,Non Existing Client,14/06/1985,23/08/2011,NP_Client,University,Married,1.0,16,2.0,C,28/08/2011,Sales,Owned,1,0,B,18.0
6504,0,Non Existing Client,25/04/1984,10/01/2012,NP_Client,University,Married,2.0,20,0.0,C,11/01/2012,Branch,Old rent,1,0,B,30.0
7037,0,Existing Client,01/10/1953,16/09/2009,P_Client,Master/PhD,Married,3.0,27,2.0,G,14/02/2012,Branch,Owned,1,0,G,2146.0
7750,0,Existing Client,18/11/1967,07/07/2004,NP_Client,University,Married,3.0,2,2.0,C,08/02/2012,Sales,Owned,1,0,B,18.0
1335,1,Existing Client,28/07/1973,12/05/2011,NP_Client,University,Married,2.0,15,4.0,C,21/07/2011,Branch,Old rent,1,31/10/2012,L,276.0
7919,0,Existing Client,15/03/1979,12/05/2009,NP_Client,Master/PhD,Married,0.0,10,10.0,C,27/03/2012,Sales,Owned,1,0,C,50.0
4593,0,Existing Client,09/04/1968,04/11/2009,NP_Client,University,Married,0.0,1,1.0,C,14/11/2011,Sales,Owned,1,15/07/2012,B,20.0
6630,0,Non Existing Client,01/01/1981,16/01/2012,NP_Client,University,Married,0.0,15,1.0,C,17/01/2012,Sales,Owned,1,0,B,36.0
1562,0,Non Existing Client,21/05/1971,13/07/2011,NP_Client,University,Married,0.0,7,2.0,C,18/07/2011,Sales,Owned,2,0,B,18.0
6571,0,Non Existing Client,28/06/1979,12/01/2012,NP_Client,University,Single,0.0,30,1.0,C,15/01/2012,Sales,Owned,1,0,B,25.0
4872,0,Non Existing Client,29/10/1960,09/11/2011,NP_Client,University,Divorced,1.0,22,2.0,C,10/11/2011,Sales,Owned,1,0,B,18.0
6407,0,Non Existing Client,21/01/1989,03/01/2012,NP_Client,University,Single,0.0,1,1.0,C,05/01/2012,Sales,Owned,1,0,D,36.0
4590,0,Existing Client,09/06/1951,04/10/2009,NP_Client,University,Married,3.0,30,30.0,C,02/11/2011,Sales,Owned,1,0,B,36.0
7783,0,Existing Client,23/07/1971,13/10/2004,NP_Client,University,Married,0.0,10,3.0,C,11/03/2012,Sales,Owned,1,0,B,36.0
9441,0,Non Existing Client,06/10/1974,19/04/2012,NP_Client,University,Married,0.0,20,20.0,C,22/04/2012,Sales,Owned,1,0,B,50.0
1425,0,Non Existing Client,31/07/1976,05/07/2011,NP_Client,University,Married,2.0,10,1.0,C,06/07/2011,Sales,Owned,1,0,B,36.0
9144,0,Non Existing Client,01/01/1969,01/04/2012,NP_Client,University,Married,3.0,10,3.0,C,04/04/2012,Sales,Owned,1,0,B,36.0
5550,0,Non Existing Client,10/10/1975,05/12/2011,NP_Client,University,Single,0.0,1,1.0,C,06/12/2011,Sales,Owned,1,0,B,36.0
1575,0,Non Existing Client,14/01/1953,17/07/2011,NP_Client,University,Married,0.0,1,1.0,C,19/07/2011,Sales,Owned,1,0,B,36.0
3801,0,Existing Client,04/03/1981,28/02/2011,P_Client,University,Single,0.0,4,4.0,C,18/10/2011,Branch,Company,1,0,H,603.0
6108,0,Existing Client,05/09/1959,15/03/2011,NP_Client,University,Married,0.0,21,2.0,C,09/01/2012,Sales,Owned,1,0,B,18.0
2139,0,Existing Client,01/10/1972,02/06/2011,P_Client,Diploma,Married,2.0,5,4.0,C,11/08/2011,Branch,Owned,1,0,H,2376.0
372,0,Non Existing Client,21/01/1979,12/05/2011,NP_Client,University,Married,1.0,15,1.0,C,25/05/2011,Sales,Owned,1,0,B,30.0
4730,0,Existing Client,01/12/1963,26/10/2011,NP_Client,University,Married,0.0,10,3.0,G,14/11/2011,Sales,Owned,1,20/05/2013,C,36.0
2580,0,Non Existing Client,26/08/1986,22/08/2011,NP_Client,University,Single,0.0,10,10.0,C,23/08/2011,Branch,Parents,1,0,B,24.0
8975,0,Existing Client,01/01/1985,25/05/2011,P_Client,Master/PhD,Single,2.0,27,2.0,G,09/04/2012,Branch,Owned,1,0,H,864.0
9325,0,Non Existing Client,19/10/1978,09/04/2012,NP_Client,University,Married,0.0,15,1.0,C,11/04/2012,Sales,Owned,1,0,D,36.0
5874,0,Non Existing Client,02/08/1957,15/12/2011,NP_Client,University,Married,0.0,1,1.0,C,21/12/2011,Sales,Owned,1,0,B,25.0
2040,0,Existing Client,17/09/1954,25/08/2010,NP_Client,University,Married,4.0,16,8.0,C,17/08/2011,Sales,Owned,1,0,L,54.0
438,0,Non Existing Client,06/12/1971,24/05/2011,NP_Client,University,Married,2.0,10,10.0,C,25/05/2011,Sales,Owned,2,07/04/2013,B,36.0
3268,0,Non Existing Client,07/01/1983,19/09/2011,NP_Client,University,Married,0.0,4,2.0,C,19/09/2011,Sales,Owned,1,14/11/2011,B,18.0
8692,0,Non Existing Client,08/09/1967,25/03/2012,NP_Client,University,Single,0.0,30,2.0,C,26/03/2012,Sales,Owned,1,0,B,18.0
4383,0,Non Existing Client,18/06/1976,23/10/2011,NP_Client,University,Married,0.0,10,2.0,C,25/10/2011,Sales,Owned,1,21/02/2013,D,18.0
4793,0,Non Existing Client,11/02/1985,25/10/2011,NP_Client,University,Married,0.0,15,1.0,G,31/10/2011,Sales,Owned,1,0,C,50.0
6897,0,Existing Client,10/08/1974,26/09/2004,P_Client,University,Married,2.0,1,1.0,C,22/01/2012,Sales,Owned,1,0,B,25.0
6927,0,Existing Client,05/09/1964,28/02/2005,P_Client,Master/PhD,Widowed,2.0,20,25.0,P,27/02/2012,Branch,Owned,1,0,E,200.0
7353,0,Non Existing Client,05/12/1971,08/02/2012,NP_Client,University,Married,4.0,1,1.0,C,09/02/2012,Sales,Owned,1,0,B,36.0
10,0,Existing Client,06/05/1984,25/08/2005,NP_Client,University,Single,0.0,14,1.0,C,17/05/2011,Branch,Owned,1,04/04/2012,B,18.0
4038,0,Non Existing Client,10/10/1967,05/10/2011,NP_Client,University,Married,0.0,7,2.0,C,05/10/2011,Branch,Owned,2,24/06/2012,B,18.0
9392,0,Non Existing Client,21/05/1950,17/04/2012,NP_Client,University,Married,1.0,22,2.0,C,18/04/2012,Sales,Owned,1,0,D,80.0
1504,0,Non Existing Client,13/06/1967,13/07/2011,NP_Client,University,Married,0.0,5,1.0,C,14/07/2011,Sales,Owned,1,0,B,20.0
7375,0,Non Existing Client,02/05/1960,08/02/2012,NP_Client,University,Married,3.0,51,2.0,C,11/02/2012,Sales,Owned,1,0,B,18.0
5224,0,Existing Client,10/08/1984,11/11/2009,NP_Client,University,Single,0.0,10,3.0,C,20/12/2011,Sales,Owned,2,27/12/2012,B,36.0
7061,0,Existing Client,10/07/1963,16/06/2010,P_Client,University,Married,2.0,3,23.0,C,14/02/2012,Branch,Owned,1,0,G,45.0
6173,0,Non Existing Client,14/01/1982,11/12/2011,NP_Client,University,Married,2.0,8,8.0,C,17/01/2012,Sales,Owned,1,0,B,36.0
3357,0,Non Existing Client,14/07/1980,19/09/2011,NP_Client,University,Married,3.0,11,2.0,C,20/09/2011,Sales,Owned,1,0,D,18.0
2338,0,Existing Client,11/05/1970,07/08/2011,NP_Client,University,Married,3.0,10,0.0,C,24/08/2011,Branch,Owned,1,0,B,24.0
8921,0,Existing Client,25/10/1962,17/12/2009,NP_Client,Secondary or Less,Married,1.0,18,25.0,G,02/04/2012,Branch,Owned,1,0,B,336.0
1554,0,Non Existing Client,26/11/1983,13/07/2011,NP_Client,University,Single,0.0,28,2.0,C,18/07/2011,Sales,Old rent,2,0,B,18.0
21,0,Existing Client,09/12/1970,03/05/2006,NP_Client,University,Married,0.0,10,1.0,C,26/05/2011,Sales,Owned,1,0,B,36.0
1298,0,Existing Client,19/01/1965,28/07/2010,NP_Client,University,Married,2.0,20,1.0,C,25/07/2011,Sales,Owned,1,0,B,20.0
3780,0,Existing Client,04/01/1958,20/10/2010,NP_Client,University,Married,2.0,3,2.0,G,03/10/2011,Sales,Owned,1,0,C,18.0
1128,0,Non Existing Client,03/09/1953,19/06/2011,NP_Client,University,Single,0.0,10,3.0,C,28/06/2011,Sales,Old rent,1,0,D,36.0
4517,0,Existing Client,21/11/1976,15/01/2006,NP_Client,University,Married,2.0,10,12.0,C,14/11/2011,Sales,Owned,2,06/09/2012,B,36.0
3132,1,Non Existing Client,01/08/1979,08/09/2011,NP_Client,University,Married,2.0,5,1.0,C,11/09/2011,Sales,Owned,1,24/07/2012,B,18.0
788,0,Non Existing Client,02/08/1985,05/06/2011,NP_Client,University,Single,0.0,20,1.0,C,06/06/2011,Sales,Owned,1,0,B,18.0
8268,0,Non Existing Client,24/01/1982,04/03/2012,NP_Client,University,Married,0.0,1,1.0,C,05/03/2012,Sales,Owned,1,0,B,36.0
1393,0,Non Existing Client,18/02/1962,03/07/2011,NP_Client,University,Married,4.0,15,1.0,C,04/07/2011,Sales,Owned,1,0,B,20.0
1280,0,Existing Client,25/08/1975,18/04/2010,P_Client,University,Married,2.0,36,6.0,C,14/07/2011,Sales,Old rent,1,0,B,36.0
3551,0,Existing Client,15/02/1960,25/08/2003,NP_Client,University,Married,0.0,15,1.0,G,22/09/2011,Branch,Owned,2,0,L,96.0
2211,0,Non Existing Client,30/09/1985,24/07/2011,NP_Client,Master/PhD,Single,0.0,10,1.0,C,14/08/2011,Branch,Owned,2,03/03/2013,D,5088.0
2025,0,Existing Client,21/08/1964,05/07/2010,NP_Client,Master/PhD,Married,2.0,1,1.0,C,23/08/2011,Sales,Owned,1,0,C,20.0
6581,0,Non Existing Client,09/11/1981,30/11/2011,NP_Client,University,Single,0.0,25,1.0,C,15/01/2012,Sales,Owned,2,26/03/2013,B,25.0
8912,0,Existing Client,27/04/1980,16/06/2009,P_Client,University,Married,0.0,3,5.0,C,29/03/2012,Sales,Owned,1,0,B,54.0
1389,0,Non Existing Client,21/03/1981,03/07/2011,NP_Client,Master/PhD,Married,2.0,5,1.0,C,04/07/2011,Sales,Owned,1,0,B,20.0
9028,0,Existing Client,09/11/1973,15/03/2012,NP_Client,University,Married,2.0,15,15.0,G,02/04/2012,Branch,Owned,1,0,C,240.0
7365,0,Non Existing Client,16/12/1959,08/02/2012,NP_Client,University,Married,0.0,15,1.0,C,12/02/2012,Sales,Owned,1,22/10/2012,B,36.0
4523,0,Existing Client,09/11/1957,27/04/2006,NP_Client,Master/PhD,Married,2.0,4,10.0,G,24/10/2011,Sales,Owned,1,0,C,50.0
7293,0,Non Existing Client,29/12/1960,06/02/2012,NP_Client,University,Married,0.0,13,2.0,C,07/02/2012,Sales,Owned,1,0,B,18.0
4224,0,Non Existing Client,17/07/1961,13/10/2011,NP_Client,University,Married,0.0,1,1.0,C,23/10/2011,Sales,Owned,1,0,B,36.0
6796,1,Non Existing Client,28/08/1977,22/01/2012,NP_Client,University,Married,2.0,1,1.0,C,24/01/2012,Sales,Owned,1,29/11/2012,B,25.0
6546,0,Non Existing Client,01/09/1966,10/01/2012,NP_Client,University,Married,2.0,10,1.0,C,11/01/2012,Sales,Owned,1,0,B,36.0
6107,0,Existing Client,21/03/1977,08/03/2011,NP_Client,University,Married,1.0,10,2.0,C,24/01/2012,Sales,Old rent,1,0,B,18.0
3608,0,Existing Client,06/12/1987,18/02/2007,NP_Client,University,Single,0.0,15,1.0,C,29/10/2011,Sales,Owned,1,0,B,30.0
2718,0,Existing Client,19/09/1977,31/10/2002,P_Client,Diploma,Married,2.0,34,11.0,C,24/08/2011,Branch,Owned,1,0,G,31028.0
6008,0,Existing Client,25/09/1967,27/05/2008,NP_Client,University,Married,0.0,15,1.0,C,05/01/2012,Sales,Owned,1,0,B,30.0
7201,0,Existing Client,10/04/1985,30/01/2012,NP_Client,University,Single,0.0,4,3.0,G,07/02/2012,Branch,Owned,1,0,L,120.0
5827,0,Non Existing Client,07/08/1980,18/12/2011,NP_Client,University,Divorced,0.0,35,10.0,C,21/12/2011,Sales,Owned,1,0,B,36.0
599,0,Non Existing Client,04/02/1966,08/06/2011,NP_Client,University,Married,1.0,15,1.0,C,12/06/2011,Sales,Owned,1,0,B,30.0
9254,0,Non Existing Client,11/11/1972,05/04/2012,NP_Client,University,Married,0.0,10,5.0,C,08/04/2012,Sales,Owned,1,0,B,36.0
891,0,Non Existing Client,20/11/1972,13/06/2011,NP_Client,University,Married,2.0,16,8.0,C,19/06/2011,Branch,Owned,2,24/04/2012,B,432.0
6552,0,Non Existing Client,14/12/1981,09/01/2012,NP_Client,University,Married,0.0,10,1.0,C,12/01/2012,Sales,Owned,1,0,B,36.0
7421,0,Non Existing Client,08/02/1985,13/02/2012,NP_Client,University,Single,0.0,22,2.0,C,14/02/2012,Sales,Owned,1,0,B,18.0
7665,0,Non Existing Client,13/04/1978,22/02/2012,NP_Client,University,Married,2.0,1,1.0,C,26/02/2012,Sales,Owned,1,0,B,36.0
5103,0,Existing Client,02/07/1974,21/01/2001,NP_Client,University,Married,0.0,11,11.0,C,31/10/2011,Sales,Owned,1,0,B,36.0
8630,0,Non Existing Client,11/05/1976,21/03/2012,NP_Client,University,Married,4.0,4,10.0,C,22/03/2012,Sales,Owned,1,27/05/2013,B,50.0
1609,0,Non Existing Client,22/09/1966,17/07/2011,NP_Client,University,Married,3.0,15,1.0,C,20/07/2011,Branch,Owned,2,25/07/2012,B,30.0
7292,0,Non Existing Client,16/07/1967,06/02/2012,NP_Client,University,Married,0.0,2,2.0,C,07/02/2012,Sales,Owned,1,0,B,18.0
9426,0,Non Existing Client,31/03/1953,18/04/2012,NP_Client,University,Married,2.0,30,10.0,C,19/04/2012,Sales,Owned,1,0,B,36.0
1924,0,Existing Client,25/08/1987,23/09/2008,NP_Client,University,Single,0.0,23,2.0,C,04/08/2011,Branch,Parents,1,0,J,50.0
4037,0,Non Existing Client,05/09/1979,06/10/2011,NP_Client,University,Married,0.0,7,1.0,G,09/10/2011,Branch,Owned,2,10/03/2013,B,18.0
6224,1,Non Existing Client,21/10/1961,28/12/2011,NP_Client,University,Married,2.0,10,1.0,C,29/12/2011,Sales,Owned,1,10/04/2013,B,36.0
2811,0,Existing Client,19/05/1981,06/08/2008,P_Client,Master/PhD,Married,3.0,3,1.0,C,08/09/2011,Sales,Owned,1,0,C,20.0
561,0,Existing Client,12/11/1970,25/11/2008,P_Client,University,Married,3.0,20,4.0,C,27/06/2011,Branch,Owned,1,0,H,22416.0
1320,1,Existing Client,24/06/1959,18/01/2011,NP_Client,University,Married,0.0,20,1.0,C,22/07/2011,Sales,Owned,1,0,B,20.0
381,0,Non Existing Client,06/04/1983,09/05/2011,NP_Client,University,Married,1.0,15,6.0,C,18/05/2011,Sales,Owned,1,0,D,100.0
1374,0,Non Existing Client,06/11/1977,28/06/2011,NP_Client,University,Married,1.0,33,3.0,C,30/06/2011,Branch,Old rent,1,0,K,261.0
4356,0,Non Existing Client,06/05/1973,23/10/2011,NP_Client,University,Married,0.0,25,2.0,C,26/10/2011,Sales,Owned,1,0,B,18.0
5251,0,Existing Client,25/07/1964,01/11/2010,NP_Client,University,Married,0.0,15,1.0,C,29/11/2011,Sales,Owned,1,15/08/2012,B,25.0
7341,0,Non Existing Client,11/11/1973,07/02/2012,NP_Client,University,Married,0.0,15,1.0,C,08/02/2012,Sales,Owned,1,0,D,36.0
3423,1,Non Existing Client,12/09/1974,21/09/2011,NP_Client,University,Married,0.0,25,2.0,C,26/09/2011,Branch,Owned,1,15/05/2012,B,18.0
7252,0,Non Existing Client,30/09/1984,31/01/2012,NP_Client,University,Married,2.0,5,1.0,C,01/02/2012,Sales,Owned,1,0,B,25.0
9205,0,Non Existing Client,19/09/1983,01/04/2012,NP_Client,University,Married,2.0,10,3.0,C,04/04/2012,Sales,Owned,1,0,C,36.0
7013,0,Existing Client,13/08/1962,16/03/2009,NP_Client,University,Married,0.0,22,2.0,C,19/02/2012,Sales,Owned,1,0,B,18.0
8236,0,Non Existing Client,10/09/1971,04/03/2012,NP_Client,University,Married,0.0,15,21.0,C,08/03/2012,Sales,Owned,1,0,B,36.0
9368,0,Non Existing Client,29/10/1981,09/04/2012,NP_Client,University,Married,0.0,15,1.0,C,17/04/2012,Sales,Owned,1,0,B,36.0
8219,0,Non Existing Client,14/09/1957,01/03/2012,NP_Client,University,Married,3.0,40,20.0,C,04/03/2012,Branch,Owned,1,0,D,50.0
1172,0,Existing Client,25/06/1961,30/03/2005,NP_Client,Master/PhD,Married,4.0,22,2.0,C,05/07/2011,Sales,Owned,1,0,C,18.0
3375,1,Non Existing Client,29/08/1980,19/09/2011,NP_Client,University,Married,0.0,22,2.0,C,20/09/2011,Sales,Owned,1,28/06/2012,B,18.0
3913,0,Non Existing Client,24/07/1983,20/09/2011,NP_Client,University,Married,0.0,25,3.0,C,28/09/2011,Sales,Owned,1,0,C,36.0
1018,0,Non Existing Client,24/09/1964,20/06/2011,NP_Client,University,Married,1.0,4,1.0,C,21/06/2011,Sales,Old rent,1,0,D,20.0
9221,0,Non Existing Client,22/11/1956,04/04/2012,NP_Client,University,Married,0.0,10,1.0,C,05/04/2012,Sales,Owned,1,0,B,36.0
2367,0,Non Existing Client,15/07/1971,19/07/2011,NP_Client,University,Married,3.0,22,2.0,C,16/08/2011,Sales,Owned,1,0,B,18.0
8790,0,Existing Client,17/09/1978,02/07/2006,P_Client,Diploma,Married,4.0,32,1.0,C,05/03/2012,Branch,Parents,1,30/05/2013,G,22.0
4503,0,Existing Client,27/02/1954,01/07/2005,NP_Client,University,Married,3.0,40,10.0,C,23/10/2011,Sales,Owned,1,0,B,50.0
4340,0,Non Existing Client,21/05/1977,17/10/2011,NP_Client,University,Single,0.0,15,1.0,G,23/10/2011,Sales,Owned,2,02/10/2012,C,30.0
7978,0,Existing Client,16/08/1986,30/08/2010,NP_Client,University,Single,0.0,2,2.0,C,19/03/2012,Sales,Owned,1,0,B,36.0
6244,0,Non Existing Client,20/12/1966,25/12/2011,NP_Client,University,Married,0.0,15,1.0,C,09/01/2012,Sales,Owned,1,0,B,30.0
5712,0,Non Existing Client,11/04/1977,12/12/2011,NP_Client,University,Married,3.0,7,2.0,C,13/12/2011,Sales,Owned,1,0,B,18.0
446,0,Non Existing Client,12/05/1976,10/05/2011,NP_Client,University,Married,2.0,13,13.0,C,25/05/2011,Sales,Owned,1,0,B,36.0
5173,0,Existing Client,24/07/1981,27/08/2008,NP_Client,University,Married,2.0,30,1.0,C,21/12/2011,Sales,Old rent,1,07/08/2012,B,25.0
4623,0,Existing Client,01/06/1972,11/08/2010,NP_Client,Master/PhD,Married,2.0,10,1.0,C,03/11/2011,Sales,Owned,1,0,C,20.0
9278,0,Non Existing Client,23/03/1985,03/04/2012,NP_Client,University,Single,0.0,1,1.0,C,11/04/2012,Sales,Owned,1,0,D,36.0
6924,0,Existing Client,06/12/1967,20/09/2001,NP_Client,University,Single,1.0,50,30.0,G,17/01/2012,Branch,Owned,1,0,B,500.0
1379,0,Non Existing Client,12/08/1983,26/06/2011,NP_Client,University,Married,0.0,2,2.0,C,03/07/2011,Branch,Owned,2,30/12/2012,B,72.0
8037,0,Existing Client,13/01/1980,03/11/2011,NP_Client,University,Married,1.0,10,1.0,C,05/03/2012,Sales,Owned,1,0,B,25.0
8698,0,Non Existing Client,29/12/1970,25/03/2012,NP_Client,University,Single,0.0,40,2.0,C,26/03/2012,Sales,Owned,2,24/02/2013,B,18.0
